q1,q2,q3,q4,q5,q6,px_r,py_r,pz_r
-2.1127339949098527e-06,1.20316688832349e-05,1.5699758601614968,1.01997756845463e-06,-4.351695471848196e-06,-2.825965149949394,-1.104723592620177,0.1337923858631615,0.9856483329223926
-1.1983725184518178e-05,1.1766565460100077e-05,1.5699663292736827,6.57261566363538e-07,-1.4623972915091681e-05,-2.5119621043387483,-1.0063275796142628,0.4629292450045387,0.9875216640163054
-1.3462873521510124e-05,1.3615236053315764e-05,1.5699609038569373,3.018669649196002e-07,-1.878473955005248e-05,-2.19795639587242,-0.8171111692311901,0.7428304267132924,0.9864658283187987
-1.056490107278894e-05,1.9429620604960332e-05,1.5699686947486104,4.591174767850401e-07,-9.715479754071867e-06,-1.8839667140525913,-0.5562690879255217,0.9513403579353624,0.9852705138743321
-1.1995586485460707e-05,1.9276427580923426e-05,1.5699514230470235,-8.571115422067267e-08,-2.0141817386092627e-05,-1.5699734137558827,-0.24168642517958652,1.0819745565078782,0.9869559806924495
-1.1527988007794693e-05,4.243299435757085e-06,1.5699677247589912,-1.4614212847699382e-07,-1.3695725165873381e-05,-1.2559818455351823,0.10639703864732775,1.1061733462248242,0.9967722235993145
-1.2080714937287683e-05,1.1000228216811954e-05,1.5699582978162192,2.2239802645000944e-08,-4.98608576474145e-06,-0.9420066541175217,0.44610569937169064,1.0171038902240137,1.0008869232918973
-1.1984968181265893e-05,1.3381239215326576e-05,1.5699502478589848,6.765603884466442e-07,-7.7106201103026e-06,-0.6279852436303308,0.7357168018282059,0.8252804448323792,0.9971991488447884
-1.2980391274908115e-05,1.2278814232296082e-05,1.5699658041979598,-5.370099335619238e-08,-9.961822890593443e-06,-0.3139917165801991,0.9517089960206101,0.5556702885236022,0.9968263974697437
-1.167027633616331e-05,1.6290942212589286e-05,1.569966599414526,6.865227437091856e-06,-1.4592139705862733e-05,1.664978185589945e-07,1.0730290582120825,0.23799150894138538,0.9922108590566152
-1.2000095909925103e-05,1.200255728051589e-05,1.569960170557282,7.5523307827065455e-06,-1.3077587953738695e-05,0.31404496416235594,1.0905390324242032,-0.1046967439888229,0.9897878984263981
-1.1987194243670467e-05,1.197995357878095e-05,1.5699687237682685,-9.005164026654526e-06,-1.0015518861448313e-05,0.6280326428478739,1.0080027150671893,-0.4393497241678481,0.9871028299031768
-1.3435406454163494e-05,1.0076790048393495e-05,1.5699541784228466,-5.787798534888443e-08,-2.05750657503751e-05,0.9420438650407355,0.8193889236763142,-0.7356448510658025,0.9904380789776035
-1.2862366496772817e-05,1.197405375718672e-05,1.5699496555335404,4.74549401930233e-07,-1.1856469004404886e-05,1.2560309631364839,0.5516531981248722,-0.9579429122204783,0.9823237095557882
-1.1660197468395836e-05,1.128303170227504e-05,1.569957696970784,-2.1268248556576522e-06,-1.9223495049609252e-05,1.5700046743784433,0.23215990570115033,-1.0895383082412964,0.9716394864293655
-1.2585001119930802e-05,1.9512019270027972e-05,1.5699692211535026,-9.339511377852527e-06,-1.0763491896576065e-05,1.8840041833135377,-0.12038668942604719,-1.0998427471601955,0.9787049900345758
-1.0566630881515955e-05,1.1967916490315533e-05,1.5699552737136577,-1.1101173588532538e-06,-4.533405610638641e-06,2.198015866951156,-0.4522275690307643,-1.0131352165077814,0.9723471570370349
-1.2346159019803103e-05,1.3405989987077882e-05,1.5699581189684926,-5.062732494891338e-07,-1.9496110018877514e-05,2.5119899098038534,-0.7480018551437603,-0.8188892542617685,0.969826286667048
-1.0707701428605392e-05,1.1977009841248641e-05,1.5699600811432404,6.660819540329083e-06,-4.319851460734629e-06,2.825978705247988,-0.969206848978718,-0.5518078787744054,0.9637879593522798
